Location,Stage,Score,Rel_Score,Year,Method_name,Midpoint,Midpoint_abb,Unit
SA,Bauxite production,23230.35538357067,0.00012301421843575734,2017,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
US,Bauxite production,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
BR,Bauxite production,270621.4392621351,0.0014330510357295437,2017,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
TR,Bauxite production,1883.1352863658165,9.971970365331553e-06,2017,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
AU,Bauxite production,373478.45729307475,0.0019777209503644786,2017,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
SR,Bauxite production,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
IN,Bauxite production,173678.94927995093,0.0009197009624539267,2017,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
CN,Bauxite production,501071.73123766645,0.002653379441713003,2017,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
KZ,Bauxite production,6862.954994769005,3.634214935163512e-05,2017,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
MX,Bauxite production,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
ID,Bauxite production,45193.77630796404,0.00023931950152671804,2017,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
VE,Bauxite production,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
ME,Bauxite production,1556.0088851988776,8.239702481142704e-06,2017,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
HU,Bauxite production,0.005273267227147902,2.7924103434477233e-11,2017,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
MZ,Bauxite production,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
GN,Bauxite production,228170.74259302873,0.0012082572610937607,2017,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
VN,Bauxite production,21891.300336474076,0.00011592337512573456,2017,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
JM,Bauxite production,60873.57283637454,0.00032235042737033476,2017,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
FJ,Bauxite production,502.28347045594785,2.6597960957169387e-06,2017,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
TZ,Bauxite production,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
SL,Bauxite production,8814.48575699054,4.667630169257619e-05,2017,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
SB,Bauxite production,2068.7903011263934,1.095508948522256e-05,2017,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
DO,Bauxite production,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
GY,Bauxite production,4258.952685492092,2.2552893716434856e-05,2017,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
PK,Bauxite production,268.3724096355348,1.421141505410831e-06,2017,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
GLO,Aluminium consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
GLO,Primary Aluminium Ingot production,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
AR,Primary Aluminium Ingot production,4.0315786196846455,0.00016820349870624328,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
GR,Primary Aluminium Ingot production,3.2071782140133656,0.00013380827895492854,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
CM,Primary Aluminium Ingot production,0.6002350302259994,2.5042704522021233e-05,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
IR,Primary Aluminium Ingot production,3.40133183794739,0.00014190865895812282,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
GH,Primary Aluminium Ingot production,0.35013710096516876,1.4608244304512487e-05,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
RO,Primary Aluminium Ingot production,4.810767321020046,0.0002007124184323927,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
MY,Primary Aluminium Ingot production,6.202428645668657,0.00025877461339421923,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
BH,Primary Aluminium Ingot production,9.81384274419518,0.0004094482189350509,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
AZ,Primary Aluminium Ingot production,0.3501371009651688,1.4608244304512489e-05,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
BA,Primary Aluminium Ingot production,0.9276216956864384,3.8701766580576273e-05,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
RU,Primary Aluminium Ingot production,36.92965039604969,0.0015407603295355917,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
NZ,Primary Aluminium Ingot production,3.3713200864360036,0.00014065652373201814,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
EG,Primary Aluminium Ingot production,3.0011751511300027,0.0001252135226101064,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
TJ,Primary Aluminium Ingot production,1.250489646304157,5.217230108754388e-05,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
OM,Primary Aluminium Ingot production,2.530991044119613,0.00010559673740118879,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
SA,Primary Aluminium Ingot production,7.622984883870159,0.00031804234742966825,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
US,Primary Aluminium Ingot production,7.4129026232909885,0.0003092774008469579,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
BR,Primary Aluminium Ingot production,8.013137653517111,0.00033432010536898425,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
NL,Primary Aluminium Ingot production,0.890882837225935,3.7168966376369044e-05,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
ZA,Primary Aluminium Ingot production,7.162804694030261,0.00029884294062945346,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
IS,Primary Aluminium Ingot production,15.50136136773127,0.0006467400149488214,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
NG,Primary Aluminium Ingot production,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
FR,Primary Aluminium Ingot production,7.643774743398524,0.00031890973150924644,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
GB,Primary Aluminium Ingot production,0.8552475237368972,3.5682207721314265e-05,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
PL,Primary Aluminium Ingot production,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
AE,Primary Aluminium Ingot production,26.010184643126866,0.0010851838626209295,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
HR,Primary Aluminium Ingot production,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
QA,Primary Aluminium Ingot production,6.2024286456686575,0.0002587746133942193,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
SK,Primary Aluminium Ingot production,3.56353134890374,0.00014867586550547618,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
CH,Primary Aluminium Ingot production,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
JP,Primary Aluminium Ingot production,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
TR,Primary Aluminium Ingot production,0.80031337363465,3.339027269602765e-05,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
AU,Primary Aluminium Ingot production,14.495675979957776,0.0006047813142068081,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
DE,Primary Aluminium Ingot production,9.799711209485285,0.00040885863014005944,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
SI,Primary Aluminium Ingot production,1.425412539561495,5.947034620219042e-05,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
SE,Primary Aluminium Ingot production,2.1915717795757996,9.143565728586782e-05,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
SR,Primary Aluminium Ingot production,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
NO,Primary Aluminium Ingot production,21.915717795757995,0.0009143565728586782,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
IN,Primary Aluminium Ingot production,32.70280523014628,0.0013644100180414463,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
CA,Primary Aluminium Ingot production,61.36038978180178,0.002560047370249523,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
CN,Primary Aluminium Ingot production,327.3581815680908,0.013657873667901728,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
KZ,Primary Aluminium Ingot production,2.250881363347496,9.391014195757954e-05,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
IT,Primary Aluminium Ingot production,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
MX,Primary Aluminium Ingot production,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
ID,Primary Aluminium Ingot production,2.500979292608314,0.00010434460217508776,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
UA,Primary Aluminium Ingot production,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
VE,Primary Aluminium Ingot production,1.7506855048258259,7.304122152256168e-05,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
ME,Primary Aluminium Ingot production,0.41227630919396807,1.72007851469226e-05,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
HU,Primary Aluminium Ingot production,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
ES,Primary Aluminium Ingot production,7.305239265252665,0.0003047855242862261,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
MZ,Primary Aluminium Ingot production,5.7722602073400155,0.00024082734182010368,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
GLO,Primary Aluminium Liquid production,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
AR,Primary Aluminium Liquid production,69.45467662264005,0.002897753141262715,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
GR,Primary Aluminium Liquid production,55.02073058299248,0.0022955472926277317,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
CM,Primary Aluminium Liquid production,4.780899434925329,0.00019946628548696006,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
IR,Primary Aluminium Liquid production,47.038314912288804,0.0019625089543985922,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
GH,Primary Aluminium Liquid production,2.788858003706447,0.0001163553332007269,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
RO,Primary Aluminium Liquid production,82.53109587448876,0.003443320938941599,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
MY,Primary Aluminium Liquid production,85.77575072240843,0.0035786927991974097,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
BH,Primary Aluminium Liquid production,547.7568640582074,0.022853236825171337,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
AZ,Primary Aluminium Liquid production,4.842179476264984,0.00020202298059985343,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
BA,Primary Aluminium Liquid production,31.548471084726927,0.0013162494684771655,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
RU,Primary Aluminium Liquid production,1255.9796877397387,0.05240135383948533,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
NZ,Primary Aluminium Liquid production,29.116869116373707,0.0012147993921867042,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
EG,Primary Aluminium Liquid production,23.90449717462684,0.0009973314274348084,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
TJ,Primary Aluminium Liquid production,17.293498129517847,0.0007215106449994785,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
OM,Primary Aluminium Liquid production,141.26655107719336,0.00589385210679751,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
SA,Primary Aluminium Liquid production,425.4747506751825,0.017751443894781404,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
US,Primary Aluminium Liquid production,109.91009544663756,0.0045856138106783765,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
BR,Primary Aluminium Liquid production,138.0476326916492,0.005759554010301321,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
NL,Primary Aluminium Liquid production,15.283536273053459,0.0006376520257299252,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
ZA,Primary Aluminium Liquid production,57.0520665901089,0.0023802976734777223,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
IS,Primary Aluminium Liquid production,265.93353115112996,0.011095145247700689,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
NG,Primary Aluminium Liquid production,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
FR,Primary Aluminium Liquid production,131.13274122279867,0.005471054380762758,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
GB,Primary Aluminium Liquid production,14.672194822131326,0.0006121459447007284,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
PL,Primary Aluminium Liquid production,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
AE,Primary Aluminium Liquid production,1451.7511177893366,0.060569231137049415,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
HR,Primary Aluminium Liquid production,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
QA,Primary Aluminium Liquid production,346.1868050113033,0.01444343204037332,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
SK,Primary Aluminium Liquid production,61.134145092213835,0.0025506081029197008,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
CH,Primary Aluminium Liquid production,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
JP,Primary Aluminium Liquid production,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
TR,Primary Aluminium Liquid production,11.067838802891254,0.00046176681279965924,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
AU,Primary Aluminium Liquid production,125.19389717989799,0.005223276911805756,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
DE,Primary Aluminium Liquid production,168.11889900358804,0.007014172283029176,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
SI,Primary Aluminium Liquid production,24.453658036885535,0.0010202432411678803,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
SE,Primary Aluminium Liquid production,37.59749923171149,0.001568623983295615,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
SR,Primary Aluminium Liquid production,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
NO,Primary Aluminium Liquid production,375.9749923171152,0.015686239832956164,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
IN,Primary Aluminium Liquid production,452.2595630831518,0.018868946388026407,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
CA,Primary Aluminium Liquid production,278.8358047101051,0.011633447426229066,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
CN,Primary Aluminium Liquid production,2828.1003511957438,0.11799258271706208,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
KZ,Primary Aluminium Liquid production,31.128296633132397,0.0012987191609990726,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
IT,Primary Aluminium Liquid production,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
MX,Primary Aluminium Liquid production,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
ID,Primary Aluminium Liquid production,34.58699625903569,0.001443021289998957,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
UA,Primary Aluminium Liquid production,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
VE,Primary Aluminium Liquid production,30.160219377076974,0.0012583295278436118,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
ME,Primary Aluminium Liquid production,14.02154270432306,0.0005849997637676284,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
HU,Primary Aluminium Liquid production,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
ES,Primary Aluminium Liquid production,125.32499743903838,0.0052287466109853875,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
MZ,Primary Aluminium Liquid production,45.97631623253213,0.0019182007787662747,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
GLO,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
AR,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
GR,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
CM,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
IR,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
GH,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
RO,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
MY,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
BH,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
AZ,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
BA,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
RU,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
NZ,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
EG,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
TJ,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
OM,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
SA,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
US,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
BR,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
NL,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
ZA,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
IS,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
NG,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
FR,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
GB,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
PL,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
AE,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
HR,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
QA,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
SK,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
CH,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
JP,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
TR,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
AU,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
DE,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
SI,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
SE,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
SR,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
NO,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
IN,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
CA,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
CN,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
KZ,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
IT,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
MX,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
ID,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
UA,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
VE,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
ME,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
HU,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
ES,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
MZ,Alumina consumption,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
GLO,Alumina production,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
GR,Alumina production,45.705167804268385,0.0019068880601999113,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
IR,Alumina production,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
RO,Alumina production,68.55775170640248,0.0028603320902998632,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
AZ,Alumina production,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
BA,Alumina production,22.97708727014764,0.0009586384971006292,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
RU,Alumina production,615.3819753363757,0.025674657759851432,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
SA,Alumina production,204.19611105460797,0.00851936760798684,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
US,Alumina production,157.91549805493605,0.006588471112305111,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
BR,Alumina production,2278.295410914835,0.09505389708417224,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
FR,Alumina production,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
GB,Alumina production,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
SK,Alumina production,0.0,0.0,2017,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
