Database,Code,Name,Location,Unit,Amount_fu,Method_name,Midpoint,Midpoint_abb,Midpoint_unit,Score,Year
ecoinvent 3.4 cutoff to edit,357b34a3c68e4882a960291799f1e080,market for consumption of alumina,NZ,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.0001427368527642901,2014
ecoinvent 3.4 cutoff to edit,357b34a3c68e4882a960291799f1e080,market for consumption of alumina,NZ,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,1.2538873622136847e-07,2014
ecoinvent 3.4 cutoff to edit,357b34a3c68e4882a960291799f1e080,market for consumption of alumina,NZ,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.0026569477240271705,2014
ecoinvent 3.4 cutoff to edit,357b34a3c68e4882a960291799f1e080,market for consumption of alumina,NZ,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.005257450353593177,2014
ecoinvent 3.4 cutoff to edit,1e2e26b21dd24663a935c35c4e159735,market for consumption of alumina,RU,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,1.3141669103325533,2014
ecoinvent 3.4 cutoff to edit,1e2e26b21dd24663a935c35c4e159735,market for consumption of alumina,RU,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.0005528272957636346,2014
ecoinvent 3.4 cutoff to edit,1e2e26b21dd24663a935c35c4e159735,market for consumption of alumina,RU,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.00016760219922475408,2014
ecoinvent 3.4 cutoff to edit,1e2e26b21dd24663a935c35c4e159735,market for consumption of alumina,RU,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,1.6502716700814728e-07,2014
ecoinvent 3.4 cutoff to edit,1e2e26b21dd24663a935c35c4e159735,market for consumption of alumina,RU,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.0031086501329651716,2014
ecoinvent 3.4 cutoff to edit,1e2e26b21dd24663a935c35c4e159735,market for consumption of alumina,RU,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.006064310205196443,2014
ecoinvent 3.4 cutoff to edit,de293d91922248debcb9fb2ae8b601da,market for consumption of alumina,HU,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,1.2074285529560496,2014
ecoinvent 3.4 cutoff to edit,de293d91922248debcb9fb2ae8b601da,market for consumption of alumina,HU,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.0005131003822247667,2014
ecoinvent 3.4 cutoff to edit,de293d91922248debcb9fb2ae8b601da,market for consumption of alumina,HU,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.00014854691785115489,2014
ecoinvent 3.4 cutoff to edit,de293d91922248debcb9fb2ae8b601da,market for consumption of alumina,HU,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,1.7830443565331304e-07,2014
ecoinvent 3.4 cutoff to edit,de293d91922248debcb9fb2ae8b601da,market for consumption of alumina,HU,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.002703449183933145,2014
ecoinvent 3.4 cutoff to edit,de293d91922248debcb9fb2ae8b601da,market for consumption of alumina,HU,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.004767603771771091,2014
ecoinvent 3.4 cutoff to edit,6769baa2983540a5840f1a2b04fea528,market for consumption of alumina,NG,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,1.1641229193166343,2014
ecoinvent 3.4 cutoff to edit,6769baa2983540a5840f1a2b04fea528,market for consumption of alumina,NG,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.0004977351083170052,2014
ecoinvent 3.4 cutoff to edit,6769baa2983540a5840f1a2b04fea528,market for consumption of alumina,NG,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.00014570804281685635,2014
ecoinvent 3.4 cutoff to edit,6769baa2983540a5840f1a2b04fea528,market for consumption of alumina,NG,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,1.6058295578767764e-07,2014
ecoinvent 3.4 cutoff to edit,6769baa2983540a5840f1a2b04fea528,market for consumption of alumina,NG,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.002852382061846828,2014
ecoinvent 3.4 cutoff to edit,6769baa2983540a5840f1a2b04fea528,market for consumption of alumina,NG,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.005841556332360793,2014
ecoinvent 3.4 cutoff to edit,909541cb6ff34fada2bbe8bbb52245bf,market for consumption of alumina,GR,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,1.1834934434843039,2014
ecoinvent 3.4 cutoff to edit,909541cb6ff34fada2bbe8bbb52245bf,market for consumption of alumina,GR,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.0005056260364876712,2014
ecoinvent 3.4 cutoff to edit,909541cb6ff34fada2bbe8bbb52245bf,market for consumption of alumina,GR,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.00014457396482319446,2014
ecoinvent 3.4 cutoff to edit,909541cb6ff34fada2bbe8bbb52245bf,market for consumption of alumina,GR,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,1.7979350609559729e-07,2014
ecoinvent 3.4 cutoff to edit,909541cb6ff34fada2bbe8bbb52245bf,market for consumption of alumina,GR,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.0026134686712439795,2014
ecoinvent 3.4 cutoff to edit,909541cb6ff34fada2bbe8bbb52245bf,market for consumption of alumina,GR,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.004476271371397087,2014
ecoinvent 3.4 cutoff to edit,a39e2aabaa8a4983bae54fefa95d7c95,market for consumption of alumina,IN,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,2.04028766335915,2014
ecoinvent 3.4 cutoff to edit,a39e2aabaa8a4983bae54fefa95d7c95,market for consumption of alumina,IN,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.0007871140517048444,2014
ecoinvent 3.4 cutoff to edit,a39e2aabaa8a4983bae54fefa95d7c95,market for consumption of alumina,IN,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.00028120944001834753,2014
ecoinvent 3.4 cutoff to edit,a39e2aabaa8a4983bae54fefa95d7c95,market for consumption of alumina,IN,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,1.331626086610617e-07,2014
ecoinvent 3.4 cutoff to edit,a39e2aabaa8a4983bae54fefa95d7c95,market for consumption of alumina,IN,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.005375896270950294,2014
ecoinvent 3.4 cutoff to edit,a39e2aabaa8a4983bae54fefa95d7c95,market for consumption of alumina,IN,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.012532011608543765,2014
ecoinvent 3.4 cutoff to edit,c870fe278830421a97f92af38b7b01cb,market for consumption of alumina,ZA,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,1.0766800855307033,2014
ecoinvent 3.4 cutoff to edit,c870fe278830421a97f92af38b7b01cb,market for consumption of alumina,ZA,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.0005114417668294801,2014
ecoinvent 3.4 cutoff to edit,c870fe278830421a97f92af38b7b01cb,market for consumption of alumina,ZA,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.00014301529245733182,2014
ecoinvent 3.4 cutoff to edit,c870fe278830421a97f92af38b7b01cb,market for consumption of alumina,ZA,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,1.2578714011977397e-07,2014
ecoinvent 3.4 cutoff to edit,c870fe278830421a97f92af38b7b01cb,market for consumption of alumina,ZA,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.002662249437103033,2014
ecoinvent 3.4 cutoff to edit,c870fe278830421a97f92af38b7b01cb,market for consumption of alumina,ZA,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.005268215300093911,2014
ecoinvent 3.4 cutoff to edit,23939e73046b44dbbc0316788cbb0904,market for consumption of alumina,CM,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,1.1295974613769764,2014
ecoinvent 3.4 cutoff to edit,23939e73046b44dbbc0316788cbb0904,market for consumption of alumina,CM,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.0004751270770797258,2014
ecoinvent 3.4 cutoff to edit,23939e73046b44dbbc0316788cbb0904,market for consumption of alumina,CM,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.00014504593733562294,2014
ecoinvent 3.4 cutoff to edit,23939e73046b44dbbc0316788cbb0904,market for consumption of alumina,CM,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,1.6832040224527903e-07,2014
ecoinvent 3.4 cutoff to edit,23939e73046b44dbbc0316788cbb0904,market for consumption of alumina,CM,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.0030699297505362906,2014
ecoinvent 3.4 cutoff to edit,23939e73046b44dbbc0316788cbb0904,market for consumption of alumina,CM,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.0071777267823625686,2014
ecoinvent 3.4 cutoff to edit,ce68d5da2c4347e794d121e15d3a0274,market for consumption of alumina,ID,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,1.0834523080523388,2014
ecoinvent 3.4 cutoff to edit,ce68d5da2c4347e794d121e15d3a0274,market for consumption of alumina,ID,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.0005129880532742936,2014
ecoinvent 3.4 cutoff to edit,ce68d5da2c4347e794d121e15d3a0274,market for consumption of alumina,ID,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.00014387328866982511,2014
ecoinvent 3.4 cutoff to edit,ce68d5da2c4347e794d121e15d3a0274,market for consumption of alumina,ID,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,1.2618382798984865e-07,2014
ecoinvent 3.4 cutoff to edit,ce68d5da2c4347e794d121e15d3a0274,market for consumption of alumina,ID,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.002679153481481604,2014
ecoinvent 3.4 cutoff to edit,ce68d5da2c4347e794d121e15d3a0274,market for consumption of alumina,ID,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.005307602303560886,2014
ecoinvent 3.4 cutoff to edit,1fd91deba81643fb96ef1727b002f826,market for consumption of alumina,OM,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,1.0883106436804633,2014
ecoinvent 3.4 cutoff to edit,1fd91deba81643fb96ef1727b002f826,market for consumption of alumina,OM,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.0005058076199331062,2014
ecoinvent 3.4 cutoff to edit,1fd91deba81643fb96ef1727b002f826,market for consumption of alumina,OM,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.0001437493798695824,2014
ecoinvent 3.4 cutoff to edit,1fd91deba81643fb96ef1727b002f826,market for consumption of alumina,OM,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,1.3314031851134037e-07,2014
ecoinvent 3.4 cutoff to edit,1fd91deba81643fb96ef1727b002f826,market for consumption of alumina,OM,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.0027422086944112263,2014
ecoinvent 3.4 cutoff to edit,1fd91deba81643fb96ef1727b002f826,market for consumption of alumina,OM,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.0056306518326912445,2014
ecoinvent 3.4 cutoff to edit,3225517e0b654d1b92e50469932a3714,market for consumption of alumina,CA,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,1.0289124271719845,2014
ecoinvent 3.4 cutoff to edit,3225517e0b654d1b92e50469932a3714,market for consumption of alumina,CA,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.0004492262262431063,2014
ecoinvent 3.4 cutoff to edit,3225517e0b654d1b92e50469932a3714,market for consumption of alumina,CA,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.00012579419642433674,2014
ecoinvent 3.4 cutoff to edit,3225517e0b654d1b92e50469932a3714,market for consumption of alumina,CA,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,1.6279275821971626e-07,2014
ecoinvent 3.4 cutoff to edit,3225517e0b654d1b92e50469932a3714,market for consumption of alumina,CA,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.0025847553201922145,2014
ecoinvent 3.4 cutoff to edit,3225517e0b654d1b92e50469932a3714,market for consumption of alumina,CA,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.00549756968127654,2014
ecoinvent 3.4 cutoff to edit,32a0630db60443f88a4bb464087062e6,market for consumption of alumina,BR,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,1.1295970852275596,2014
ecoinvent 3.4 cutoff to edit,32a0630db60443f88a4bb464087062e6,market for consumption of alumina,BR,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.00047512681015185107,2014
ecoinvent 3.4 cutoff to edit,32a0630db60443f88a4bb464087062e6,market for consumption of alumina,BR,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.00014504596031065172,2014
ecoinvent 3.4 cutoff to edit,32a0630db60443f88a4bb464087062e6,market for consumption of alumina,BR,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,1.6832030776090186e-07,2014
ecoinvent 3.4 cutoff to edit,32a0630db60443f88a4bb464087062e6,market for consumption of alumina,BR,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.0030699344862903416,2014
ecoinvent 3.4 cutoff to edit,32a0630db60443f88a4bb464087062e6,market for consumption of alumina,BR,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.007177753337246863,2014
ecoinvent 3.4 cutoff to edit,7f7fae8047734ffdbda73f68a4e5b19a,market for consumption of alumina,VE,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,1.129152405126952,2014
ecoinvent 3.4 cutoff to edit,7f7fae8047734ffdbda73f68a4e5b19a,market for consumption of alumina,VE,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.0004750219979743046,2014
ecoinvent 3.4 cutoff to edit,7f7fae8047734ffdbda73f68a4e5b19a,market for consumption of alumina,VE,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.00014498127504491558,2014
ecoinvent 3.4 cutoff to edit,7f7fae8047734ffdbda73f68a4e5b19a,market for consumption of alumina,VE,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,1.6828530381957816e-07,2014
ecoinvent 3.4 cutoff to edit,7f7fae8047734ffdbda73f68a4e5b19a,market for consumption of alumina,VE,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.0030686938347003825,2014
ecoinvent 3.4 cutoff to edit,7f7fae8047734ffdbda73f68a4e5b19a,market for consumption of alumina,VE,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.007174916997636699,2014
ecoinvent 3.4 cutoff to edit,68b6291895c4419c971bdcdb67812a87,market for consumption of alumina,NL,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,1.1524183701248605,2014
ecoinvent 3.4 cutoff to edit,68b6291895c4419c971bdcdb67812a87,market for consumption of alumina,NL,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.0004959873947447376,2014
ecoinvent 3.4 cutoff to edit,68b6291895c4419c971bdcdb67812a87,market for consumption of alumina,NL,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.00014200892840459192,2014
ecoinvent 3.4 cutoff to edit,68b6291895c4419c971bdcdb67812a87,market for consumption of alumina,NL,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,1.7538931163453864e-07,2014
ecoinvent 3.4 cutoff to edit,68b6291895c4419c971bdcdb67812a87,market for consumption of alumina,NL,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.0026538639112521,2014
ecoinvent 3.4 cutoff to edit,68b6291895c4419c971bdcdb67812a87,market for consumption of alumina,NL,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.0049280606964532195,2014
ecoinvent 3.4 cutoff to edit,fc31cd605105487d81686e3e54ad8807,market for consumption of alumina,MZ,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,1.079710312580945,2014
ecoinvent 3.4 cutoff to edit,fc31cd605105487d81686e3e54ad8807,market for consumption of alumina,MZ,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.0005123086697334539,2014
ecoinvent 3.4 cutoff to edit,fc31cd605105487d81686e3e54ad8807,market for consumption of alumina,MZ,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.00014344986707271994,2014
ecoinvent 3.4 cutoff to edit,fc31cd605105487d81686e3e54ad8807,market for consumption of alumina,MZ,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,1.2581033625743485e-07,2014
ecoinvent 3.4 cutoff to edit,fc31cd605105487d81686e3e54ad8807,market for consumption of alumina,MZ,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.0026707829501440637,2014
ecoinvent 3.4 cutoff to edit,fc31cd605105487d81686e3e54ad8807,market for consumption of alumina,MZ,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.00529105747047051,2014
ecoinvent 3.4 cutoff to edit,ec3d51c6c2954f188cea9439653990a3,market for consumption of alumina,MY,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,1.1061322825112885,2014
ecoinvent 3.4 cutoff to edit,ec3d51c6c2954f188cea9439653990a3,market for consumption of alumina,MY,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.000517596689184061,2014
ecoinvent 3.4 cutoff to edit,ec3d51c6c2954f188cea9439653990a3,market for consumption of alumina,MY,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.00014643719085410145,2014
ecoinvent 3.4 cutoff to edit,ec3d51c6c2954f188cea9439653990a3,market for consumption of alumina,MY,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,1.2904457598093903e-07,2014
ecoinvent 3.4 cutoff to edit,ec3d51c6c2954f188cea9439653990a3,market for consumption of alumina,MY,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.0027274568627880876,2014
ecoinvent 3.4 cutoff to edit,ec3d51c6c2954f188cea9439653990a3,market for consumption of alumina,MY,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.005412101795283733,2014
ecoinvent 3.4 cutoff to edit,f7623c15fc2445b6bdda76bbba3a361b,market for consumption of alumina,FR,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,1.1786497490804226,2014
ecoinvent 3.4 cutoff to edit,f7623c15fc2445b6bdda76bbba3a361b,market for consumption of alumina,FR,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.0005028592402613989,2014
ecoinvent 3.4 cutoff to edit,f7623c15fc2445b6bdda76bbba3a361b,market for consumption of alumina,FR,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.0001446552634937638,2014
ecoinvent 3.4 cutoff to edit,f7623c15fc2445b6bdda76bbba3a361b,market for consumption of alumina,FR,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,1.7859000761691888e-07,2014
ecoinvent 3.4 cutoff to edit,f7623c15fc2445b6bdda76bbba3a361b,market for consumption of alumina,FR,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.0026571033210977305,2014
ecoinvent 3.4 cutoff to edit,f7623c15fc2445b6bdda76bbba3a361b,market for consumption of alumina,FR,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.0047316551800643675,2014
ecoinvent 3.4 cutoff to edit,bd63346a4ec643f0af67794d853efde5,market for consumption of alumina,SE,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,1.1820720258602795,2014
ecoinvent 3.4 cutoff to edit,bd63346a4ec643f0af67794d853efde5,market for consumption of alumina,SE,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.0005052483280451043,2014
ecoinvent 3.4 cutoff to edit,bd63346a4ec643f0af67794d853efde5,market for consumption of alumina,SE,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.00014467149237545827,2014
ecoinvent 3.4 cutoff to edit,bd63346a4ec643f0af67794d853efde5,market for consumption of alumina,SE,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,1.7902129260820984e-07,2014
ecoinvent 3.4 cutoff to edit,bd63346a4ec643f0af67794d853efde5,market for consumption of alumina,SE,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.0026276780451945946,2014
ecoinvent 3.4 cutoff to edit,bd63346a4ec643f0af67794d853efde5,market for consumption of alumina,SE,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.0045618806581084,2014
ecoinvent 3.4 cutoff to edit,77b7f49f97be43aa9c32f0eee1f0c730,market for consumption of alumina,EG,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,0.9919048180729612,2014
ecoinvent 3.4 cutoff to edit,77b7f49f97be43aa9c32f0eee1f0c730,market for consumption of alumina,EG,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.0004692346163113625,2014
ecoinvent 3.4 cutoff to edit,77b7f49f97be43aa9c32f0eee1f0c730,market for consumption of alumina,EG,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.00012089092516878692,2014
ecoinvent 3.4 cutoff to edit,77b7f49f97be43aa9c32f0eee1f0c730,market for consumption of alumina,EG,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,1.584625014418193e-07,2014
ecoinvent 3.4 cutoff to edit,77b7f49f97be43aa9c32f0eee1f0c730,market for consumption of alumina,EG,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.002238116062913221,2014
ecoinvent 3.4 cutoff to edit,77b7f49f97be43aa9c32f0eee1f0c730,market for consumption of alumina,EG,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.004172233327126989,2014
ecoinvent 3.4 cutoff to edit,40f986bfd2af4464be2ea0b42ba66795,market for consumption of alumina,JP,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,1.747047418669585,2014
ecoinvent 3.4 cutoff to edit,40f986bfd2af4464be2ea0b42ba66795,market for consumption of alumina,JP,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.0006966899498879704,2014
ecoinvent 3.4 cutoff to edit,40f986bfd2af4464be2ea0b42ba66795,market for consumption of alumina,JP,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.00023736202795945706,2014
ecoinvent 3.4 cutoff to edit,40f986bfd2af4464be2ea0b42ba66795,market for consumption of alumina,JP,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,1.3597802570432813e-07,2014
ecoinvent 3.4 cutoff to edit,40f986bfd2af4464be2ea0b42ba66795,market for consumption of alumina,JP,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.004519858081154135,2014
ecoinvent 3.4 cutoff to edit,40f986bfd2af4464be2ea0b42ba66795,market for consumption of alumina,JP,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.010165291316308174,2014
ecoinvent 3.4 cutoff to edit,b73da1d2e2ca42a89467093a220586e8,market for consumption of alumina,SA,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,1.0962370411120221,2014
ecoinvent 3.4 cutoff to edit,b73da1d2e2ca42a89467093a220586e8,market for consumption of alumina,SA,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.0005171120808154868,2014
ecoinvent 3.4 cutoff to edit,b73da1d2e2ca42a89467093a220586e8,market for consumption of alumina,SA,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.00014585330760007983,2014
ecoinvent 3.4 cutoff to edit,b73da1d2e2ca42a89467093a220586e8,market for consumption of alumina,SA,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,1.2578537166516378e-07,2014
