Country,Ecoinvent_name,Domestic_production,Apparent_consumption,Domestic_production_ratio,Mineral,Year
USA,US,1585088055.9521513,3953268150.917331,0.4009563721561214,aluminium,2010
Venezuela,VE,114225171.05170013,114267683.23124082,0.9996279597315834,aluminium,2010
Australia,AU,8879005456.558208,8884168522.599607,0.9994188464538617,alumina,2010
Bosnia Herzegovina,BA,120155889.02591762,217836139.32962507,0.5515884067523812,alumina,2010
Brazil,BR,3011344887.505878,3025679571.894924,0.9952623256863685,alumina,2010
Canada,CA,1295101804.8512113,5701316867.847071,0.22715836268547326,alumina,2010
China,CN,28918767583.725567,33257045936.563408,0.8695531057955975,alumina,2010
France,FR,371748814.7314686,904924233.1889849,0.4108065637953055,alumina,2010
Germany,DE,1205561048.0947015,1437477832.563341,0.8386640967846576,alumina,2010
Greece,GR,347574901.1363582,347751079.42673045,0.999493378163879,alumina,2010
Guinea,GN,42878864.0,42878864.0,1.0,alumina,2010
Hungary,HU,112514337.2604321,124408784.08136633,0.9043922267325193,alumina,2010
India,IN,3015603066.4780684,3268867364.3320374,0.922522308302429,alumina,2010
Iran,IR,604467477.6033555,631222062.6153277,0.9576146231310095,alumina,2010
Ireland,IE,383128006.079,399139442.07668185,0.9598851070333315,alumina,2010
Jamaica,JM,112501220.0,112501220.0,1.0,alumina,2010
Japan,JP,203554724.86063242,251264874.97597295,0.8101200968901731,alumina,2010
Kazakhstan,KZ,1639000000.0,1639106154.519611,0.9999352363363909,alumina,2010
Romania,RO,438833032.085334,440712671.78106934,0.9957349996583056,alumina,2010
Russian Federation,RU,2929225316.642665,6200698727.733098,0.4724024574104014,alumina,2010
Slovakia,SK,162859419.7040878,366252423.9584047,0.44466441462400735,alumina,2010
Spain,ES,957058595.3137423,976725227.6544614,0.9798647236869809,alumina,2010
Turkey,TR,157492335.98078147,173187668.43055493,0.9093738451934469,alumina,2010
Ukraine,UA,266733387.47648856,301799982.4541741,0.8838084923248459,alumina,2010
USA,US,2466517130.2282677,3573067015.964632,0.6903081076307142,alumina,2010
Venezuela,VE,725266992.3669307,725652503.3663719,0.9994687388279476,alumina,2010
Argentina,AR,167434339.2372499,170926096.58410963,0.9795715375437624,aluminium,2011
Australia,AU,255495081.6626565,257202854.00718844,0.9933602123074255,aluminium,2011
Azerbaijan,AZ,10957642.854240362,11947657.197187092,0.9171373662126986,aluminium,2011
Bahrain,BH,499002938.10461015,502322236.94315565,0.9933920925763812,aluminium,2011
Bosnia Herzegovina,BA,29826799.395392984,37431524.120905995,0.7968363590820051,aluminium,2011
Brazil,BR,977272760.4997121,1081160261.6617558,0.9039110991719512,aluminium,2011
Cameroon,CM,27481617.0,27481617.0,1.0,aluminium,2011
Canada,CA,605792391.4716151,622125501.297432,0.9737462782159637,aluminium,2011
China,CN,19159774990.976376,19428381355.700737,0.986174537147144,aluminium,2011
Egypt,EG,171823937.62101173,174593699.55576214,0.9841359571290498,aluminium,2011
France,FR,258567673.14456365,667259056.3360224,0.3875071768442998,aluminium,2011
Germany,DE,368930275.12234205,2280149885.5222955,0.16180088750518004,aluminium,2011
Ghana,GH,2268683.763206693,2268686.9353791187,0.9999986017584108,aluminium,2011
Greece,GR,105364123.54970333,215050917.46109977,0.48994965840479376,aluminium,2011
India,IN,1452373740.572411,1668477975.2223804,0.8704782215532895,aluminium,2011
Indonesia,ID,190818745.0320206,500262580.69479984,0.3814371739877048,aluminium,2011
Iran,IR,194174791.93759888,224326975.9149496,0.8655882385327457,aluminium,2011
Italy,IT,104610498.8690755,819153390.9151515,0.12770562879829567,aluminium,2011
Japan,JP,43063280.047718816,2706339399.578437,0.015912002779262177,aluminium,2011
Kazakhstan,KZ,105231055.15338238,105240598.00059222,0.999909323517814,aluminium,2011
Malaysia,MY,19076108.950363405,94734443.60205075,0.20136402584994395,aluminium,2011
Montenegro,ME,36917465.808635704,47295009.573908344,0.7805784614747661,aluminium,2011
Netherlands,NL,154228190.0384774,1054211732.5169572,0.14629716714521254,aluminium,2011
New Zealand,NZ,34726476.93552651,35845182.23141256,0.9687906372280713,aluminium,2011
Norway,NO,523294876.32848054,664870655.4380451,0.7870626745945218,aluminium,2011
Oman,OM,39432545.52260314,39498447.44032089,0.9983315314401326,aluminium,2011
Qatar,QA,118539726.89900626,118719315.48434752,0.9984872841912154,aluminium,2011
Romania,RO,182790780.75734136,201732433.3111631,0.9061050707468288,aluminium,2011
Russian Federation,RU,451280228.8868398,451658908.83470386,0.9991615798106561,aluminium,2011
Slovakia,SK,72139392.13121003,93932888.59841831,0.7679886481466593,aluminium,2011
Slovenia,SI,50778910.167708755,126322633.17208807,0.4019779266201105,aluminium,2011
South Africa,ZA,235339963.5661479,247894676.1704313,0.9493546501351572,aluminium,2011
Spain,ES,271495850.4737334,484596963.1887137,0.5602508292401461,aluminium,2011
Sweden,SE,24031593.677088577,46661751.787749544,0.5150169626378616,aluminium,2011
Tajikistan,TJ,57080523.0,57080523.0,1.0,aluminium,2011
Turkey,TR,62442820.91593307,1031291326.4537256,0.06054818780514092,aluminium,2011
United Arab Emirates,AE,216782471.63633654,220143032.1132947,0.9847346498106346,aluminium,2011
United Kingdom,GB,56274041.99775728,140910964.4123543,0.3993588592089963,aluminium,2011
USA,US,1811520091.323768,4187304343.5506196,0.43262202665395266,aluminium,2011
Venezuela,VE,165622457.93350297,168332893.51063022,0.9838983604416205,aluminium,2011
Australia,AU,11129886223.564383,11134790119.468266,0.9995595879355365,alumina,2011
Azerbaijan,AZ,5640117.021948809,5641949.867416747,0.9996751397103822,alumina,2011
Bosnia Herzegovina,BA,129277953.85149541,252733591.52533603,0.511518682859914,alumina,2011
Brazil,BR,3328028643.41228,3332207087.67613,0.9987460430417715,alumina,2011
Canada,CA,1466566563.2475753,6027224873.782599,0.24332368444172206,alumina,2011
China,CN,34023831609.68038,35971850624.71383,0.945846016226502,alumina,2011
France,FR,397000961.75529736,873616117.1393452,0.4544341089485351,alumina,2011
Germany,DE,2062020405.7658734,2584144742.8234086,0.7979508158327587,alumina,2011
Greece,GR,438248733.21563756,438582453.4879177,0.9992390934255893,alumina,2011
Guinea,GN,66003396.0,66003396.0,1.0,alumina,2011
Hungary,HU,77400481.31450921,94057498.98703875,0.8229060111961419,alumina,2011
India,IN,3604189266.1485224,4092040377.04465,0.8807804747888477,alumina,2011
Iran,IR,157778617.7595853,170673559.73305857,0.9244467508989583,alumina,2011
Ireland,IE,161327920.7330793,161352380.2702945,0.9998484091949917,alumina,2011
Jamaica,JM,87215562.48373929,87215614.99814372,0.999999397878414,alumina,2011
Japan,JP,206045037.8216945,269483474.8543428,0.7645924780102487,alumina,2011
Kazakhstan,KZ,1669999998.0000837,1670069739.59849,0.9999582403077233,alumina,2011
Romania,RO,465288598.7558756,467769557.8646695,0.9946961937409537,alumina,2011
Russian Federation,RU,2824993669.6045833,6475263761.44221,0.4362746868206931,alumina,2011
Slovakia,SK,162774298.76236314,270271071.07362515,0.6022631209317308,alumina,2011
Spain,ES,989376222.1216326,1014483995.8591192,0.9752506950923124,alumina,2011
Suriname,SR,93057084.36742358,93057434.98660947,0.9999962322281294,alumina,2011
Turkey,TR,158453095.80903786,173692203.4334256,0.9122637209779613,alumina,2011
Ukraine,UA,103057016.25263159,106904370.95283625,0.9640112498122081,alumina,2011
USA,US,2500860317.634145,3834471228.475875,0.6522047418329923,alumina,2011
Venezuela,VE,1126167598.2316089,1219576768.4195712,0.9234085359718605,alumina,2011
Argentina,AR,171526926.5696194,176025014.32734728,0.974446315059728,aluminium,2012
Australia,AU,218262366.0455267,220796871.38062635,0.9885210994193371,aluminium,2012
Bahrain,BH,466390037.0115986,470171604.4611933,0.9919570484186762,aluminium,2012
Bosnia Herzegovina,BA,4431814.26619734,5921608.379846544,0.7484139412664416,aluminium,2012
Brazil,BR,946122915.2882686,1017415277.9622866,0.9299279613563453,aluminium,2012
Cameroon,CM,17520041.632361904,17520044.9171296,0.9999998125137401,aluminium,2012
Canada,CA,490176829.65640235,503918034.6431937,0.9727312696865056,aluminium,2012
China,CN,22931755415.339996,23500007101.015934,0.975819084512048,aluminium,2012
Egypt,EG,232366056.0975668,238935590.07527247,0.9725050002988838,aluminium,2012
France,FR,276431516.40748745,644000032.3659672,0.4292414635320999,aluminium,2012
Germany,DE,362161340.8373425,2288469011.3907666,0.15825485904973952,aluminium,2012
Ghana,GH,380386162.3572413,380388709.5488022,0.9999933037140772,aluminium,2012
Greece,GR,100990776.47398071,167850404.45804578,0.6016713322798299,aluminium,2012
Iceland,IS,16388123.887514174,16394176.781226771,0.999630790018104,aluminium,2012
India,IN,1451395061.195055,1737423701.4188566,0.8353719705848274,aluminium,2012
Indonesia,ID,193516142.27231544,516585662.0789058,0.37460610403615274,aluminium,2012
Iran,IR,193451551.9584445,202165443.25430366,0.9568972265705273,aluminium,2012
Italy,IT,72662458.39056456,615911505.0391749,0.11797548478322853,aluminium,2012
Japan,JP,25855372.85083574,2702001251.305791,0.009568971457115598,aluminium,2012
Malaysia,MY,41441563.756773084,127108710.86919014,0.32603244477415355,aluminium,2012
Montenegro,ME,3217915.1160096396,3218477.7232370405,0.9998251946181455,aluminium,2012
Netherlands,NL,23813162.33035448,280906803.78363764,0.08477246549249141,aluminium,2012
New Zealand,NZ,28114441.704751503,29591565.66308284,0.9500829400123922,aluminium,2012
Norway,NO,84150629.25094627,95329326.89164737,0.882736005747665,aluminium,2012
Romania,RO,121595823.50565204,139516088.41998136,0.87155413316646,aluminium,2012
Russian Federation,RU,1258713504.0324438,1285668633.340141,0.979034154984657,aluminium,2012
Slovakia,SK,68250587.30291967,88761365.00426371,0.7689222366019406,aluminium,2012
Slovenia,SI,50652062.05342044,127143947.19454582,0.3983835893966433,aluminium,2012
South Africa,ZA,216332157.88766015,235840637.16552487,0.9172810949277893,aluminium,2012
Spain,ES,137012651.7666907,296870605.02074486,0.461523133141176,aluminium,2012
Sweden,SE,68307256.80946077,111166819.1846323,0.6144572392236223,aluminium,2012
Turkey,TR,41921918.68918564,1101654414.8397918,0.03805360204114658,aluminium,2012
United Arab Emirates,AE,515194052.02407986,577682606.6162264,0.8918289145692424,aluminium,2012
USA,US,1888785689.2653198,4321693329.052386,0.43704759811809046,aluminium,2012
Venezuela,VE,100686236.92197388,104261512.65147905,0.9657085760739301,aluminium,2012
Australia,AU,6968578747.936043,6971016189.201561,0.9996503463484572,alumina,2012
Bosnia Herzegovina,BA,107798129.14315458,230089938.1319335,0.4685043162615097,alumina,2012
Brazil,BR,3048515258.3887343,3063008639.360036,0.9952682533163439,alumina,2012
Canada,CA,1492336563.9651945,5289679581.094411,0.28212229891936796,alumina,2012
China,CN,37550695363.176506,42548054295.99867,0.882547885784471,alumina,2012
France,FR,316802699.4403566,845970500.9577345,0.3744843337701493,alumina,2012
Germany,DE,1534636778.7008297,1721483108.3403938,0.8914620023081757,alumina,2012
Greece,GR,447242180.7076708,447585398.70638615,0.9992331787415154,alumina,2012
Hungary,HU,38201308.67820826,52884639.552642636,0.722351688531067,alumina,2012
India,IN,3507890834.6782975,4119929138.4217243,0.8514444585865163,alumina,2012
Iran,IR,227000000.0,564847386.6453097,0.4018784637531525,alumina,2012
Jamaica,JM,342045809.97208816,342046357.9839294,0.999998397843367,alumina,2012
Japan,JP,176961453.27657586,227130649.55130672,0.7791174534399502,alumina,2012
Kazakhstan,KZ,745971937.5480671,746222104.512523,0.9996647553550837,alumina,2012
Romania,RO,391161401.1987496,393489068.02821255,0.9940845451155048,alumina,2012
Russian Federation,RU,2718668686.2902775,7652029768.215898,0.3552872595429208,alumina,2012
Spain,ES,1009705026.0764714,1028752558.4650277,0.9814848262278185,alumina,2012
Suriname,SR,7187759.0,7187759.0,1.0,alumina,2012
Turkey,TR,277063123.1002303,293291631.14097774,0.9446676743635183,alumina,2012
Ukraine,UA,38288239.47160382,38320783.5825607,0.9991507451593006,alumina,2012
USA,US,3077861957.7467356,4327655837.774999,0.7112076544721665,alumina,2012
Venezuela,VE,764824070.3907561,813068808.1556369,0.9406634010787857,alumina,2012
Argentina,AR,179537974.34731254,184396079.14940655,0.9736539690838125,aluminium,2013
Australia,AU,271214426.9469832,277518888.1256018,0.9772827672336115,aluminium,2013
Bahrain,BH,737706863.4793742,776628021.6503153,0.9498844271827398,aluminium,2013
Bosnia Herzegovina,BA,11241651.051288398,11733770.77141716,0.958059542007797,aluminium,2013
Brazil,BR,923757479.9436835,1007984114.4926219,0.9164405139545928,aluminium,2013
Cameroon,CM,40962245.39663275,40962852.421111844,0.9999851810984047,aluminium,2013
Canada,CA,457028151.59667546,469096920.1845803,0.9742723346314957,aluminium,2013
China,CN,25991587582.12674,26395826378.708984,0.9846855032768246,aluminium,2013
Egypt,EG,190451159.6309977,194693034.41071525,0.9782124984976652,aluminium,2013
France,FR,266725991.6192339,613226163.5271467,0.43495533537754266,aluminium,2013
Germany,DE,443229624.451332,2564172020.098069,0.17285487127122628,aluminium,2013
Ghana,GH,7411645.6589433495,7432707.280315488,0.9971663593657297,aluminium,2013
Greece,GR,96563135.81170802,164506515.29067123,0.5869866955791256,aluminium,2013
Iceland,IS,412604347.6782355,412987277.7849153,0.999072779895948,aluminium,2013
India,IN,1363534170.4760375,1636574362.8148642,0.8331635894202786,aluminium,2013
Indonesia,ID,195645519.61461335,490036361.1910481,0.3992469439187962,aluminium,2013
Iran,IR,259492667.3052619,273084550.39123493,0.9502282971830497,aluminium,2013
Japan,JP,2981825.6918683667,2414824030.3037543,0.0012348004055157968,aluminium,2013
Kazakhstan,KZ,13988735.491922017,14017280.437488385,0.9979635888934614,aluminium,2013
Malaysia,MY,79391894.62959291,144828727.97059458,0.5481778079671618,aluminium,2013
Montenegro,ME,29600177.113154296,29606235.468008097,0.9997953689566393,aluminium,2013
New Zealand,NZ,33202470.57099305,34233763.515509136,0.9698749760876022,aluminium,2013
Norway,NO,39697855.12881029,44480121.947818875,0.8924853033312538,aluminium,2013
Oman,OM,54668942.57935657,57258071.88973062,0.9547814094166449,aluminium,2013
Qatar,QA,53466660.683217034,53830963.40690477,0.9932324688129024,aluminium,2013
Romania,RO,167106802.04761544,195989526.35440382,0.852631286762945,aluminium,2013
Russian Federation,RU,1211548551.4502084,1260675926.7423959,0.9610309245619266,aluminium,2013
Saudi Arabia,SA,68785270.77970248,80806513.42688009,0.8512342367295015,aluminium,2013
Slovakia,SK,60717421.03550955,76054257.1080633,0.7983434898225081,aluminium,2013
Slovenia,SI,52307410.780413665,124908483.82397021,0.4187658770570695,aluminium,2013
South Africa,ZA,218194874.930414,225006786.06079024,0.969725752500034,aluminium,2013
Spain,ES,120189220.62025414,226688744.46622062,0.5301949194842526,aluminium,2013
Sweden,SE,60938461.510514356,92404549.03828366,0.6594746919360783,aluminium,2013
Tajikistan,TJ,10345829.076932365,10346831.258170184,0.9999031412407516,aluminium,2013
Turkey,TR,31209845.016635887,1138114843.242869,0.027422403988431102,aluminium,2013
United Arab Emirates,AE,216206369.70950878,217307564.2075704,0.9949325533049104,aluminium,2013
USA,US,1783176912.6718884,4341029659.421141,0.4107728010569889,aluminium,2013
Venezuela,VE,138327188.94276628,144008199.7084997,0.96055078268298,aluminium,2013
Australia,AU,6636804065.9696665,6639808045.88602,0.9995475803072026,alumina,2013
Bosnia Herzegovina,BA,99134446.73562112,227152372.80896658,0.4364226774729421,alumina,2013
Brazil,BR,3005768835.0327125,3013129664.7509217,0.9975570816602021,alumina,2013
Canada,CA,1547276387.457601,5692958387.933999,0.2717877563863794,alumina,2013
China,CN,46784748984.96544,50792490052.02074,0.9210957946154905,alumina,2013
France,FR,234537258.18966335,769433009.4247581,0.3048182951820687,alumina,2013
Germany,DE,1918537505.5895364,2088439059.4913006,0.9186466307792823,alumina,2013
Greece,GR,476308962.6452504,476785250.50100845,0.9990010432259437,alumina,2013
Hungary,HU,33260682.45030926,54409708.46400022,0.6113005084803192,alumina,2013
India,IN,3079614158.3168926,4108268355.6756144,0.7496136794623882,alumina,2013
Iran,IR,247620671.7809377,471915203.75330895,0.5247143338708368,alumina,2013
Ireland,IE,66557399.91779388,66567267.63684574,0.9998517631953036,alumina,2013
Jamaica,JM,432809837.9818685,432809978.9996888,0.9999996741807556,alumina,2013
Japan,JP,177137767.22335422,222620647.49285486,0.7956933429952384,alumina,2013
Kazakhstan,KZ,492218730.4596247,492387144.57711023,0.999657964024162,alumina,2013
Romania,RO,378305255.74601734,400341130.6356339,0.9449572546926929,alumina,2013
Russian Federation,RU,2658940410.463921,7120984071.0485,0.3733950790978832,alumina,2013
Spain,ES,918451436.960016,932664795.6769336,0.9847604854575844,alumina,2013
Suriname,SR,64121929.442611575,64122029.9997522,0.999998431784823,alumina,2013
Turkey,TR,271894021.85161424,291002676.15451026,0.9343351251768209,alumina,2013
Ukraine,UA,33787333.290390044,33811831.74629122,0.9992754472432904,alumina,2013
USA,US,2796468718.556827,4005077568.6832385,0.6982308508637026,alumina,2013
Venezuela,VE,569934031.6397837,572471697.2292529,0.9955671772041284,alumina,2013
Viet Nam,VN,103005357.12331305,107754648.64327432,0.9559249500623962,alumina,2013
Argentina,AR,225324165.03263715,229117778.29945898,0.983442518974396,aluminium,2014
Australia,AU,279812422.7585665,288618915.0378444,0.9694874735492537,aluminium,2014
Bahrain,BH,660951380.9577837,664671214.825861,0.9944034978721745,aluminium,2014
Bosnia Herzegovina,BA,70121505.85065055,90097862.61070293,0.7782815687163777,aluminium,2014
Brazil,BR,736292303.6794267,1013501728.0717846,0.7264835207338456,aluminium,2014
Cameroon,CM,8693758.75782133,8693946.623629551,0.9999783911937404,aluminium,2014
Canada,CA,497361645.6884311,511533943.36258084,0.9722945117170763,aluminium,2014
China,CN,27677822694.888237,27900716276.663776,0.992011187828824,aluminium,2014
Egypt,EG,208194052.9667366,217943283.42182586,0.9552671213261491,aluminium,2014
France,FR,276490366.0343853,661786793.8963474,0.4177937193435303,aluminium,2014
Germany,DE,484220239.4012156,2681878552.3681736,0.18055263500788865,aluminium,2014
Ghana,GH,1819476.8481544296,1821775.4160138401,0.9987382814373245,aluminium,2014
Greece,GR,94768126.72379477,155647472.0228094,0.608863899247313,aluminium,2014
Iceland,IS,154878821.15536225,155057136.2087963,0.9988500042126799,aluminium,2014
India,IN,1503185404.0564263,1793535964.1593547,0.8381127750404391,aluminium,2014
Indonesia,ID,173077409.45961624,373232542.2739828,0.4637253986619512,aluminium,2014
Iran,IR,250596422.11678836,265794708.38658446,0.9428194550521638,aluminium,2014
Japan,JP,991339.3038809627,2735153717.418729,0.00036244372576490076,aluminium,2014
Kazakhstan,KZ,36300694.76096055,36387776.27593309,0.9976068470270844,aluminium,2014
Malaysia,MY,140333168.05772445,236883748.6574211,0.5924136579781708,aluminium,2014
Montenegro,ME,524509.9726417585,524793.0548352202,0.999460583193978,aluminium,2014
New Zealand,NZ,37190084.10485511,38348372.16703919,0.9697956393784131,aluminium,2014
Norway,NO,43991153.54766874,47489264.22969089,0.9263389159894567,aluminium,2014
Oman,OM,106114396.09895928,110129516.37320513,0.9635418332298903,aluminium,2014
Qatar,QA,24048239.895326305,24132112.83717591,0.996524426086704,aluminium,2014
Romania,RO,195944974.25458175,247451140.13389853,0.7918531882639691,aluminium,2014
Saudi Arabia,SA,283959559.1218906,296656885.4526528,0.9571986124259747,aluminium,2014
Slovakia,SK,99521358.51745424,130080595.1451656,0.7650745939960661,aluminium,2014
Slovenia,SI,49829268.70734424,112842908.72318682,0.44158086025219045,aluminium,2014
South Africa,ZA,194932631.0836543,198826023.3177341,0.9804180953322296,aluminium,2014
Spain,ES,227546562.41892454,442429560.5181825,0.5143113903881499,aluminium,2014
Sweden,SE,46440346.008915626,83144377.78624624,0.5585506470239987,aluminium,2014
Tajikistan,TJ,25114079.31636979,25180351.213389937,0.9973681106963709,aluminium,2014
Turkey,TR,28872765.064147454,1046616025.8340063,0.027586779058862497,aluminium,2014
United Arab Emirates,AE,437987431.87927914,441265965.0211246,0.9925701653838439,aluminium,2014
United Kingdom,GB,975839.0493912868,7448642.890027336,0.13100897221127292,aluminium,2014
USA,US,1563263858.1145315,4257482415.2417536,0.3671803440733094,aluminium,2014
Venezuela,VE,35045179.38546564,35312253.486901596,0.992436786807304,aluminium,2014
Australia,AU,6669703834.933085,6672757131.890991,0.9995424234843925,alumina,2014
Bosnia Herzegovina,BA,97546645.25850968,205197107.40655026,0.47538021608288916,alumina,2014
Brazil,BR,2210667831.401189,2216750105.8345184,0.9972562200776168,alumina,2014
Canada,CA,1549921374.376967,5501407536.645952,0.28173178664780557,alumina,2014
China,CN,51231784267.572655,56609038416.12301,0.9050106785241058,alumina,2014
France,FR,215717994.9340784,750397059.1288668,0.28747180217431106,alumina,2014
Germany,DE,1667936135.319863,1880345013.5807712,0.8870372847925315,alumina,2014
Greece,GR,451998342.14235264,452285774.8774219,0.9993644886683708,alumina,2014
Hungary,HU,30318875.77884768,59527649.054006755,0.5093242595779438,alumina,2014
India,IN,3815015333.900838,4394131129.948662,0.8682069836057464,alumina,2014
Iran,IR,221203056.31429064,365686959.5882233,0.6048973049609788,alumina,2014
Ireland,IE,109992293.68977782,110013182.98014985,0.999810120116461,alumina,2014
Jamaica,JM,196169653.46214792,196170846.9878963,0.9999939158862456,alumina,2014
Japan,JP,36167259.083020926,63298780.34493672,0.5713737118777511,alumina,2014
Kazakhstan,KZ,415355969.64627266,415703465.8571296,0.9991640767051571,alumina,2014
Romania,RO,343488966.0380137,426110197.0878645,0.8061036050897082,alumina,2014
Russian Federation,RU,2571718219.2461867,6652613546.658055,0.386572615590769,alumina,2014
Saudi Arabia,SA,22999949.314712003,1273865872.8155632,0.01805523627371879,alumina,2014
Spain,ES,894930591.4703851,912745708.7359034,0.9804818394707205,alumina,2014
Suriname,SR,100467242.10559724,100469501.70967077,0.9999775095523012,alumina,2014
Turkey,TR,272055027.0097143,292708453.8324893,0.9294402790477841,alumina,2014
Ukraine,UA,34951780.86546801,34967905.921172604,0.9995388612706478,alumina,2014
USA,US,2892086464.5814013,3865914062.1685424,0.7480990053253064,alumina,2014
Venezuela,VE,321879261.4278954,339730134.523372,0.9474557265268192,alumina,2014
Viet Nam,VN,31195012.178255737,31785572.103909146,0.9814205035000525,alumina,2014
Argentina,AR,223362427.91361332,227398981.9759752,0.9822490231605859,aluminium,2015
Australia,AU,180933791.98367858,185460279.61414644,0.9755932233042822,aluminium,2015
Azerbaijan,AZ,9814294.305246197,9992624.667950623,0.9821538015656301,aluminium,2015
Bahrain,BH,661150285.0679882,673792286.0895476,0.9812375396950161,aluminium,2015
Bosnia Herzegovina,BA,44898022.15718008,56092180.07437072,0.8004328249971977,aluminium,2015
Brazil,BR,541696720.7585081,735334816.0046225,0.7366667658982474,aluminium,2015
Canada,CA,523938618.2904965,537909967.5439013,0.974026602784109,aluminium,2015
China,CN,30788199501.864464,30993501000.613922,0.9933759823149572,aluminium,2015
Egypt,EG,207713356.30067873,225455437.32380807,0.9213055970894707,aluminium,2015
France,FR,303359208.91902435,634882442.6949584,0.47781949620676334,aluminium,2015
Germany,DE,486705146.99351805,2587181422.964046,0.18812176937940303,aluminium,2015
Ghana,GH,4629633.422558563,4664928.099192285,0.9924340363059758,aluminium,2015
Greece,GR,114979813.74967524,234740002.07701582,0.4898177248543754,aluminium,2015
Iceland,IS,65061920.18619405,65158477.54553489,0.9985181151712245,aluminium,2015
India,IN,1673868013.0153058,1875690585.7675946,0.8924009246068182,aluminium,2015
Indonesia,ID,146899171.40658823,373598301.26811564,0.39320085478966066,aluminium,2015
Iran,IR,276347885.4353737,289517276.72168976,0.9545125892470464,aluminium,2015
Kazakhstan,KZ,70049592.1986642,70856305.51341683,0.9886147985150049,aluminium,2015
Malaysia,MY,183375267.52405128,430885923.9996562,0.42557729856173626,aluminium,2015
Montenegro,ME,1275446.7307410317,1366853.4806215172,0.9331261534784824,aluminium,2015
Netherlands,NL,15518393.574178407,1298566278.734841,0.011950405480494664,aluminium,2015
New Zealand,NZ,31726738.822166946,32278760.41955042,0.9828983024686063,aluminium,2015
Norway,NO,137986068.6606858,143233659.73679104,0.9633634224961625,aluminium,2015
Oman,OM,8653107.061986847,9174205.887655253,0.9431995714888421,aluminium,2015
Qatar,QA,273396427.33701706,274307945.0987842,0.9966770274866122,aluminium,2015
Romania,RO,189784098.42446616,238647812.65882862,0.7952475922994605,aluminium,2015
Saudi Arabia,SA,83113505.84116334,83950634.23246689,0.9900283255873271,aluminium,2015
Slovakia,SK,79440262.65795612,99536376.89142022,0.7981028156632017,aluminium,2015
Slovenia,SI,47014633.6156997,105282197.67036171,0.44655824684532514,aluminium,2015
South Africa,ZA,177649019.49904394,186764051.0302436,0.9511949356371392,aluminium,2015
Spain,ES,184468624.53751147,376812936.5105662,0.48954960582235424,aluminium,2015
Sweden,SE,52634139.19750795,97416469.62288553,0.5403002120818274,aluminium,2015
Tajikistan,TJ,893411.643673752,893800.7065039631,0.9995647096412209,aluminium,2015
Turkey,TR,44282022.466738425,1189471563.1996472,0.03722831536015956,aluminium,2015
United Arab Emirates,AE,147419493.69216827,148742251.4945981,0.9911070473309471,aluminium,2015
USA,US,1463107887.3469558,4425463970.81886,0.330611184950226,aluminium,2015
Venezuela,VE,26964288.79438882,28000671.296427827,0.962987226589413,aluminium,2015
Australia,AU,5640349945.539853,5642518645.763952,0.9996156503220902,alumina,2015
Bosnia Herzegovina,BA,119801592.1077309,191366647.26378998,0.6260317240265488,alumina,2015
Brazil,BR,1760262736.6820862,1763584441.120984,0.9981165038875108,alumina,2015
Canada,CA,1552504198.8698418,5755216464.65539,0.26975600455765003,alumina,2015
China,CN,58630735118.78992,63213628513.1723,0.9275014976647415,alumina,2015
France,FR,224158892.153026,825631223.9037179,0.2715000180021857,alumina,2015
Germany,DE,1673817873.7019572,1876635207.670272,0.8919250085795309,alumina,2015
Greece,GR,460841473.3782614,461363698.3720352,0.9988680839094698,alumina,2015
India,IN,4327332460.083486,4996503822.232404,0.8660720804072283,alumina,2015
Indonesia,ID,67710464.77751397,563532875.6220987,0.12015353088808992,alumina,2015
Iran,IR,240999842.02420735,503410695.85030407,0.4787340515622892,alumina,2015
Ireland,IE,148222852.47133434,148251875.10604677,0.9998042342824219,alumina,2015
Japan,JP,26554.81422054974,172419.18372923302,0.15401310716243388,alumina,2015
Kazakhstan,KZ,439791560.940194,440019457.6018315,0.9994820759452785,alumina,2015
Romania,RO,387420999.8369735,390030900.72823703,0.9933084766196972,alumina,2015
Russian Federation,RU,2564718013.9330797,6969727520.292381,0.36797966727765125,alumina,2015
Saudi Arabia,SA,845914886.4647644,1415974394.5481584,0.5974083215923536,alumina,2015
Spain,ES,964264837.5542207,980201033.3626047,0.9837419108264817,alumina,2015
Suriname,SR,48309926.891155474,48310037.91608264,0.9999977018248803,alumina,2015
Turkey,TR,283856382.7934661,300676338.84855694,0.944059595379194,alumina,2015
Ukraine,UA,14656833.340107262,14666054.307829611,0.9993712714047822,alumina,2015
USA,US,2949757142.983724,3919513685.534836,0.752582432323161,alumina,2015
Venezuela,VE,268707300.3271314,269804753.39517784,0.9959324175936995,alumina,2015
Viet Nam,VN,9410407.311317641,9620451.393226061,0.9781669203114195,alumina,2015
Argentina,AR,122167068.58154558,125590783.11762437,0.9727391258252427,aluminium,2016
Australia,AU,257757587.68448758,266741267.43930274,0.9663206228227906,aluminium,2016
Bahrain,BH,533032921.4582568,548307646.7360911,0.9721420531543556,aluminium,2016
Bosnia Herzegovina,BA,19019243.317937456,21512217.95436355,0.8841135469287853,aluminium,2016
Brazil,BR,495488562.9151118,572235701.4605243,0.865881946286242,aluminium,2016
Canada,CA,565781860.9744115,577196946.7632339,0.9802232394803279,aluminium,2016
China,CN,31356973826.622875,31558519409.9395,0.993613591921136,aluminium,2016
Egypt,EG,193755647.00188193,207967936.94302547,0.9316611485883176,aluminium,2016
